Compound,Source,Unit,Turbidity (NTU),Source,doi
Detention pond,Effluent,TSS Concentration (mg/L),214.8000031,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),26,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),19,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),65,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),41,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),30,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),27,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),29,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),120,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),60,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),37.40000153,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),75.40000153,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),37,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),6.5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),0.65,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),12.125,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),12,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),14.25,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),12.2,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),20.4,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),73.8,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),7.616666665,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),1614.599976,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),1034.300049,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),4,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),1.299999952,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),33,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),25,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),30,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),1.299999952,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),50,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),7.309999943,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),31.39999962,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),7,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),34,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),8,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),11,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),58,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),74,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),7,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),86,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),21,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),378,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),61,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),138,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),20,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),10,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),2.5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),55.20000076,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),13.60000038,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),20,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),6.400000095,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),14,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),2.5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),70,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),171,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),28,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),27,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),19,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),15.80000019,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),37,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22.5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),10,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),54,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),11,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),4.670000076,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),14.30000019,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),3.73519206,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),171.9631348,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),216.2100067,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),75.56745911,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),59.21841431,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),225.2954254,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),169.4052582,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),51.4759407,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),27.6858139,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),34.00000381,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),157.2799835,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),53.69119644,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22.87223625,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),30.15324783,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),48.3004837,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38.36975861,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),64.66970825,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),14.67098522,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),182.1646881,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),142.1510925,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),338.4955139,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),137.3244171,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),155.0473022,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),119.8394394,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),447.2872925,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),114.8288803,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),346.7554321,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),376.2746887,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),21.57761383,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),106.8330917,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),567.701416,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),2.994005919,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),149.6774139,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),78.25100708,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),116.000351,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),199.9604645,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),77.65428162,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),119.3098831,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),55.76279831,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),20.4762764,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),194.2706299,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),98.66666667,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),36.8,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),28.5,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),27,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),31,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),34.16666667,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),182.6666667,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),96,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),119.4,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),25.25,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),28,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),32,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),46,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),14,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),36,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),48,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),62,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),76,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),260,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),66,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),32,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),70,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),26,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),32,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),30,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),44,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),12,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),50,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),190,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),13,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),50,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),32,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),52,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),148,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),39,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),45,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),23,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),44,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),34,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),36,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),44,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),42,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),220,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),42,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),26,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),16,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),12,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),76,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),28,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),58,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),94,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),48,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),33,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),59,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),84,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),38,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),76,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),18,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),100,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),62,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),59,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),49,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),19,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),14,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),13,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),94,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),24,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),17,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),22,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
Detention pond,Effluent,TSS Concentration (mg/L),36,International Stormwater BMP database (downloaded on 11/27/2020),http://www.bmpdatabase.org/index.htm
