Site name,Continent,Country,Latitude,Longitude,MAR type,Influent type,Climate
Edinburgh Park North,Oceania,Australia,-34.710873,138.657301,Aquifer storage and recovery,Storm water,Semi-arid
Koraro-01,Africa,Ethiopia,13.974516,39.410441,Subsurface Dam,Groundwater,Dry sub-humid
Dohne,Europe,Germany,51.426,6.874,Bank filtration,River water,Humid
"Clark County Public Utilities District Building- 27H1,2",North America,USA,45.629749,-122.663473,Aquifer storage and recovery,Groundwater,Humid
Isfara aquifer,Asia,Uzbekistan,40.377012,70.542695,Infiltration basin,River water,Semi-arid
Nallan Pillai Petral,Asia,India,12.190454,79.251187,Subsurface Dam,Groundwater,Dry sub-humid
Raymond Basin,North America,USA,33.848565,-117.908087,Infiltration basin,River water,Semi-arid
Modanetta D,Europe,Italy,45.698,11.523,Aquifer storage using wells,River water,Humid
Donauinsel Nord,Europe,Austria,48.236,16.415,Bank filtration,River water,Humid
Grand Prairie,North America,USA,34.473909,-91.417933,Aquifer storage using wells,River water,Humid
Hansen Spreading Grounds,North America,USA,34.249909,-118.394929,Infiltration basin,Lake water,Semi-arid
Geneuille,Europe,France,47.32335,5.969782,Bank filtration,River water,Humid
Kharkams,Africa,South Africa,-30.36846,17.887575,Aquifer storage and recovery,River water,Arid
Wittlaerer Werth,Europe,Germany,51.297,6.738,Bank filtration,River water,Humid
Prato,Europe,Italy,43.878,11.102,Aquifer storage and recovery,River water,Humid
Qingyang,Asia,China,35.678951,107.670036,Surface flooding and ditch-and-furrow,Storm water,Dry sub-humid
City of Tigard,North America,USA,45.412624,-122.789759,Aquifer storage and recovery,River water,Humid
Janki Devi Memorial College,Asia,India,28.641761,77.191504,Rooftop Rainwater Harvesting,Storm water,Humid
Jinhe well field,Asia,China,34.780507,117.325604,Check dam,River water,Dry sub-humid
Yavne-2,Asia,Israel,31.866523,34.719292,Infiltration basin,Reclaimed wastewater,Semi-arid
Jamia Hamdard University,Asia,India,28.512625,77.248695,Rooftop Rainwater Harvesting,Storm water,Humid
McCarthy Ranch,North America,USA,45.650079,-119.412243,Aquifer storage and recovery,Groundwater,Semi-arid
Haltern,Europe,Germany,51.73,7.204,Infiltration basin,River water,Humid
Monster,Europe,Netherlands,52.03517,4.197303,Infiltration basin,River water,Humid
Nuestra Señora de Fátima,South America,Argentina,-30.35154626,-66.32171631,Aquifer storage using wells,Reclaimed wastewater,Semi-arid
Rolinha,South America,Brasil,-6.33115,-37.20542,Subsurface Dam,Storm water,Dry sub-humid
De Rug,Europe,Netherlands,51.081,5.823,Bank filtration,River water,Humid
Gatehampton,Europe,United Kingdom,51.52498,-1.131592,Bank filtration,River water,Humid
WW Überruhr + WW Horst,Europe,Germany,51.43,7.06,Bank filtration,River water,Humid
Name,South America,Chile,-35.73548532,-72.15531208,Trenches,Storm water,Humid
"Boxing, Binzhou",Asia,China,37.067979,118.301231,Reverse Drainage,River water,Dry sub-humid
Glenore Grove Weir  (Lockyer Valley),Oceania,Australia,-27.518374,152.405378,Check dam,River water,Humid
Hosterwitz,Europe,Germany,51.01,13.85,Infiltration basin,River water,Humid
Olive Grove (Adams Creek),Oceania,Australia,-34.717029,138.685288,Aquifer storage and recovery,Storm water,Semi-arid
Oregonian Bldg. - 3E3,North America,USA,45.514848,-122.681874,Aquifer storage and recovery,Groundwater,Humid
University of Jinan,Asia,China,36.630561,117.020692,Rooftop Rainwater Harvesting,Storm water,Dry sub-humid
"Portland Medical Center - 34N10,11",North America,USA,45.521281,-122.68166,Aquifer storage and recovery,Groundwater,Humid
Fazenda Baixa Verde,South America,Brasil,-24.0413066,-48.97499,Subsurface Dam,River water,Humid
N/A,Asia,China,31.224633,121.479031,Aquifer storage and recovery,Storm water,Humid
Ship Creek,North America,USA,61.229513,-149.674825,Infiltration basin,River water,Humid
Five Coves Basins,North America,USA,33.837888,-117.863603,Infiltration basin,River water,Semi-arid
Manatee Road,North America,USA,26.046285,-81.689853,Aquifer storage and recovery,Reclaimed wastewater,Humid
La Güeya,South America,Argentina,-29.144444,-61.839694,Aquifer storage and recovery,Storm water,Dry sub-humid
Ahuja Farm,Asia,India,28.482658,77.161292,Rooftop Rainwater Harvesting,Storm water,Humid
N/A,Asia,China,36.999577,107.999626,Subsurface Dam,River water,Semi-arid
Mahlenzien,Europe,Germany,52.326,12.461,Bank filtration,River water,Humid
Zhulong River,Asia,China,35.013485,112.784603,Surface flooding and ditch-and-furrow,River water,Dry sub-humid
"Velddriel, Sellik",Europe,Netherlands,51.7627,5.2955,Bank filtration,River water,Humid
AI-Amalih,Asia,Saudi Arabia,25.590003,45.585775,Check dam,River water,Semi-arid
Tex Corp Limited,Asia,India,28.422209,76.993908,Rooftop Rainwater Harvesting,Storm water,Humid
Omaruru Delta (OMDEL),Africa,Namibia,-21.902015,14.513527,Infiltration basin,River water,Arid
City of St Helens,North America,USA,45.857228,-122.814742,Bank filtration,River water,Humid
Santo Domingo,North America,Mexico,21.567778,-100.021111,Check dam,River water,Semi-arid
Nadiyapattu Odai,Asia,India,11.662141,79.406449,Aquifer storage using wells,River water,Humid
Vernouillet,Europe,France,48.98010354,1.973342996,Bank filtration,River water,Humid
291 Farm,Asia,China,46.940808,131.512327,Infiltration basin,Storm water,Dry sub-humid
Gaocheng,Asia,China,38.012931,114.86523,Infiltration basin,River water,Semi-arid
"Anxin, Baoding",Asia,China,38.952347,116.026828,Surface flooding and ditch-and-furrow,Storm water,Semi-arid
Csepel Island,Europe,Hungary,47.29413,18.94318,Bank filtration,River water,Humid
"Jinxiang, Jining",Asia,China,35.062794,116.131964,Check dam,River water,Dry sub-humid
Alice Springs SAT,Oceania,Australia,-23.766975,133.892612,Infiltration basin,Reclaimed wastewater,Semi-arid
Sant ´Alessio,Europe,Italy,43.867103,10.51575,Bank filtration,River water,Humid
Blanes,Europe,Spain,41.67,2.76,Excess Irrigation,Reclaimed wastewater,Humid
EMBRAPA – Campo experimental da Caatinga BS-4,South America,Brasil,-9.069863,-40.328154,Subsurface Dam,River water,Semi-arid
Lagoa do Preá,South America,Brasil,-5.827327,-35.20528,Infiltration basin,Storm water,Dry sub-humid
Hardwald,Europe,Switzerland,47.532,7.699,Infiltration basin,River water,Humid
Stiller Pond,North America,USA,46.052001,-118.468283,Infiltration basin,River water,Semi-arid
San Luís Rio Colorado,North America,Mexico,32.392221,-114.824874,Infiltration basin,Storm water,Arid
Polokwane,Africa,South Africa,-23.863168,29.440344,Channel infiltration/spreading,Reclaimed wastewater,Semi-arid
Zoelen,Europe,Netherlands,51.912,5.402,Aquifer storage and recovery,Groundwater,Humid
North Reservoir – ASR-1 LM-6210,North America,USA,26.710555,-81.8386111,Aquifer storage and recovery,Reclaimed wastewater,Humid
City of St Helens – 4N/1W-5R1,North America,USA,45.857228,-122.814742,Aquifer storage and recovery,River water,Humid
