FID,id,site_name,continent,country,latitude,longitude,year_operation_start,year_shut_down,main_mar_type,specific_mar_type,link_to_documents,influent_source,final_use,main_objective,reference_author_year,wgs84
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bc5,718,Village Green/ Kensington University,Oceania,Australia,-33.918488,151.227858,2006,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,Storm water,Domestic,Ecological Benefits,"<a href='http://www.connectedwaters.unsw.edu.au/sites/all/files/MAR_Botany.pdf' target='_blank'>Conroy, A., W. Timms, and I. Acworth. 2007. Managed Aquifer Recharge in the Botany Aquifer. Taste of Research Summer Scholarship Program. 65. http://www.connectedwaters.unsw.edu.au/sites/all/files/MAR_Botany.pdf, 28. April 2015.</a>",151.227858 -33.918488
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bc6,215,Jagsi-Sarfabad deep,Asia,India,29.276362,76.63632,1999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Agricultural,Water Quality Management,"<a href='http://unesdoc.unesco.org/images/0014/001492/149210e.pdf' target='_blank'>Kamra, S. K., V. Anchal, S. Aswal, and R. K. Lal. 2006. Groundwater Recharge through Cavity Wells in Saline Groundwater Regions. In Recharge Systems for Protecting and Enhancing Groundwater Resources; Proceedings of the 5th International Symposium on Management of Aquifer Recharge ISMAR5, Berlin, Germany, 11–16 June 2005, 13:699–704. IHP-VI Series on Groundwater. Berlin: UNESCO document. http://www.unesco.org/ulis/cgi-bin/ulis.pl?catno=149210&set=00540C4871_2_193&gp=1&lin=1&ll=1.</a>",76.63632 29.276362
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bc7,168,Baoshan Farm,Asia,China,46.937761,130.932933,1997,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Agricultural,Maximize Natural Storage,"Li, H., G. Li, and Y. Liu. 2011. Discussion on the underground reservior in Sanjiang Plain (in Chinese: 论三江平原建设地下水库优势). Heilongjiang Science and Technology of Water Conservancy 3 (39): 157–158. doi:1007-7596(2011)03-0157-02.",130.932933 46.937761
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bc8,958,American Pipe & Construction Co.,North America,USA,45.52921,-122.664035,1958,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Industrial,Other Benefits,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.</a>",-122.664035 45.52921
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bc9,822,Área do Laboratório de Sistemas Prediais - EEC -UFG,South America,Brasil,-16.67698,-49.241,2008,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,Storm water,Domestic,Physical Aquifer Management,"<a href='http://seer.ufrgs.br/ambienteconstruido/article/viewFile/5361/3286' target='_blank'>Reis, R. P. A., L. H. de Oliveira, and M. M. Sales. 2008. Sistemas de drenagem na fonte por poços de infiltração de águas pluviais. Ambiente Construído 8 (2): 99–117</a>",-65.91798
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bca,509,Haren,Europe,Netherlands,53.172,6.613,1979,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Brackish water,Ecological,Physical Aquifer Management,"Stuyfzand, P.J., Nienhuis, P., Antoniou, A., Zuurbier, K., 2012. Haalbaarheid van ondergrondse berging via A(S/T)R in Hollands kustduinen.",6.613 53.172
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bcb,639,Durango,North America,Mexico,24.0277202,-104.6531759,1940,-9999,Rainwater and Run-off Harvesting,Barriers and Bunds,<a href='https://inowas.com/mar-methods/barriers-and-bunds/' target='_blank'>Barriers and bunds</a>,River water,Agricultural,Maximize Natural Storage,"Estrada Ávalos, J., M. Rivera González, G. González Cervantes, and J. Villanueva Díaz. 2006. The Water Infiltration Mechanisms in Small Dams for Drinking-Trough (in Spanish: Los mecanismos de infiltración en bordos de retención de agua con fines de abrevadero). Agrofaz 6 (3): 140.",-104.6531759 24.0277202
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bcc,23,University of Sasketchewan field site 2,North America,Canada,52.404789,-107.239452,1983,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,Lake water,Domestic,Maximize Natural Storage,"<a href='https://ecommons.usask.ca/handle/10388/etd-06152012-114915' target='_blank'>Cole, B. J. 1985. Preliminary Investigation of Groundwater Recharge by Injection in Saskatchewan. Master thesis, Saskatoon, Canada: Department of Agricultural Engineering, University of Saskatchewan. https://ecommons.usask.ca/handle/10388/etd-06152012-114915</a>",-107.239452 52.404789
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bcd,320,Raudatain well field R-63,Asia,Kuwait,29.880411,47.72133,1970,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,no data,Physical Aquifer Management,"Mukhopadhyay, A., F. Székely, and Y. Senay. 1994. Artificial Groundwater Recharge Experiments in Carbonate and Clastic Aquifers of Kuwait. Journal of the American Water Resources Association 30 (6): 1091–1107. doi:10.1111/j.1752-1688.1994.tb03355.x.",47.72133 29.880411
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bce,988,San Gabriel River (San Gabriel Valley),North America,USA,33.9997,-118.070543,1965,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,Lake water,no data,Physical Aquifer Management,"<a href='http://www.ladpw.org/wrd/spreadingground/information/facdept.cfm?facinit=29' target='_blank'>San Gabriel River (San Gabriel Valley). 2015. County of Los Angeles - Department of Public Works. http://www.ladpw.org/wrd/spreadingground/information/facdept.cfm?facinit=29 (accessed October 18, 2015).</a>",-118.070543 33.9997
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bcf,200,Bhaonta (Beruji),Asia,India,27.333514,76.218212,-9999,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Maximize Natural Storage,"Glendenning, C. J., and R. W. Vervoort. 2010. Hydrological Impacts of Rainwater Harvesting (RWH) in a Case Study Catchment: The Arvari River, Rajasthan, India. Part 1: Field-Scale Impacts. Agricultural Water Management 98 (2): 331–342. doi:10.1016/j.agwat.2010.09.003.",76.218212 27.333514
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bd0,1031,Arrowhead Ranch Water Reclamation Facility (ARWRF),North America,USA,33.668322,-112.196979,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Reclaimed wastewater,no data,no data,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-112.196979 33.668322
